"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","INDPROD","TOT","IDX2015","Q","1983-Q3",61.10577,
"NOR","INDPROD","TOT","IDX2015","Q","1983-Q4",62.22697,
"NOR","INDPROD","TOT","IDX2015","Q","1984-Q1",63.16131,
"NOR","INDPROD","TOT","IDX2015","Q","1984-Q2",64.09565,
"NOR","INDPROD","TOT","IDX2015","Q","1984-Q3",64.28252,
"NOR","INDPROD","TOT","IDX2015","Q","1984-Q4",65.59059,
"NOR","INDPROD","TOT","IDX2015","Q","1985-Q1",66.89867,
"NOR","INDPROD","TOT","IDX2015","Q","1985-Q2",66.1512,
"NOR","INDPROD","TOT","IDX2015","Q","1985-Q3",68.76735,
"NOR","INDPROD","TOT","IDX2015","Q","1985-Q4",70.07542,
"NOR","INDPROD","TOT","IDX2015","Q","1986-Q1",70.84655,
"NOR","INDPROD","TOT","IDX2015","Q","1986-Q2",63.08404,
"NOR","INDPROD","TOT","IDX2015","Q","1986-Q3",73.98071,
"NOR","INDPROD","TOT","IDX2015","Q","1986-Q4",73.32472,
"NOR","INDPROD","TOT","IDX2015","Q","1987-Q1",75.29269,
"NOR","INDPROD","TOT","IDX2015","Q","1987-Q2",74.0536,
"NOR","INDPROD","TOT","IDX2015","Q","1987-Q3",73.03317,
"NOR","INDPROD","TOT","IDX2015","Q","1987-Q4",75.94867,
"NOR","INDPROD","TOT","IDX2015","Q","1988-Q1",76.27666,
"NOR","INDPROD","TOT","IDX2015","Q","1988-Q2",75.43846,
"NOR","INDPROD","TOT","IDX2015","Q","1988-Q3",76.09444,
"NOR","INDPROD","TOT","IDX2015","Q","1988-Q4",79.15572,
"NOR","INDPROD","TOT","IDX2015","Q","1989-Q1",81.45167,
"NOR","INDPROD","TOT","IDX2015","Q","1989-Q2",83.92984,
"NOR","INDPROD","TOT","IDX2015","Q","1989-Q3",85.35114,
"NOR","INDPROD","TOT","IDX2015","Q","1989-Q4",84.69516,
"NOR","INDPROD","TOT","IDX2015","Q","1990-Q1",84.22139,
"NOR","INDPROD","TOT","IDX2015","Q","1990-Q2",85.93424,
"NOR","INDPROD","TOT","IDX2015","Q","1990-Q3",85.20537,
"NOR","INDPROD","TOT","IDX2015","Q","1990-Q4",88.33952,
"NOR","INDPROD","TOT","IDX2015","Q","1991-Q1",88.95907,
"NOR","INDPROD","TOT","IDX2015","Q","1991-Q2",88.88618,
"NOR","INDPROD","TOT","IDX2015","Q","1991-Q3",86.15291,
"NOR","INDPROD","TOT","IDX2015","Q","1991-Q4",88.33952,
"NOR","INDPROD","TOT","IDX2015","Q","1992-Q1",91.14569,
"NOR","INDPROD","TOT","IDX2015","Q","1992-Q2",93.33231,
"NOR","INDPROD","TOT","IDX2015","Q","1992-Q3",94.71717,
"NOR","INDPROD","TOT","IDX2015","Q","1992-Q4",93.4052,
"NOR","INDPROD","TOT","IDX2015","Q","1993-Q1",92.71277,
"NOR","INDPROD","TOT","IDX2015","Q","1993-Q2",94.82651,
"NOR","INDPROD","TOT","IDX2015","Q","1993-Q3",98.39799,
"NOR","INDPROD","TOT","IDX2015","Q","1993-Q4",101.0219,
"NOR","INDPROD","TOT","IDX2015","Q","1994-Q1",102.4432,
"NOR","INDPROD","TOT","IDX2015","Q","1994-Q2",103.3543,
"NOR","INDPROD","TOT","IDX2015","Q","1994-Q3",101.2406,
"NOR","INDPROD","TOT","IDX2015","Q","1994-Q4",106.5978,
"NOR","INDPROD","TOT","IDX2015","Q","1995-Q1",106.1969,
"NOR","INDPROD","TOT","IDX2015","Q","1995-Q2",108.0191,
"NOR","INDPROD","TOT","IDX2015","Q","1995-Q3",110.5337,
"NOR","INDPROD","TOT","IDX2015","Q","1995-Q4",112.5746,
"NOR","INDPROD","TOT","IDX2015","Q","1996-Q1",115.7452,
"NOR","INDPROD","TOT","IDX2015","Q","1996-Q2",114.2146,
"NOR","INDPROD","TOT","IDX2015","Q","1996-Q3",116.7656,
"NOR","INDPROD","TOT","IDX2015","Q","1996-Q4",114.1781,
"NOR","INDPROD","TOT","IDX2015","Q","1997-Q1",117.8225,
"NOR","INDPROD","TOT","IDX2015","Q","1997-Q2",118.8065,
"NOR","INDPROD","TOT","IDX2015","Q","1997-Q3",119.1709,
"NOR","INDPROD","TOT","IDX2015","Q","1997-Q4",121.5397,
"NOR","INDPROD","TOT","IDX2015","Q","1998-Q1",119.0251,
"NOR","INDPROD","TOT","IDX2015","Q","1998-Q2",119.8633,
"NOR","INDPROD","TOT","IDX2015","Q","1998-Q3",116.3647,
"NOR","INDPROD","TOT","IDX2015","Q","1998-Q4",116.6563,
"NOR","INDPROD","TOT","IDX2015","Q","1999-Q1",116.4741,
"NOR","INDPROD","TOT","IDX2015","Q","1999-Q2",115.563,
"NOR","INDPROD","TOT","IDX2015","Q","1999-Q3",118.77,
"NOR","INDPROD","TOT","IDX2015","Q","1999-Q4",119.7176,
"NOR","INDPROD","TOT","IDX2015","Q","2000-Q1",121.5283,
"NOR","INDPROD","TOT","IDX2015","Q","2000-Q2",120.3646,
"NOR","INDPROD","TOT","IDX2015","Q","2000-Q3",122.2265,
"NOR","INDPROD","TOT","IDX2015","Q","2000-Q4",121.2568,
"NOR","INDPROD","TOT","IDX2015","Q","2001-Q1",120.5974,
"NOR","INDPROD","TOT","IDX2015","Q","2001-Q2",118.3863,
"NOR","INDPROD","TOT","IDX2015","Q","2001-Q3",120.5198,
"NOR","INDPROD","TOT","IDX2015","Q","2001-Q4",123.2351,
"NOR","INDPROD","TOT","IDX2015","Q","2002-Q1",120.0543,
"NOR","INDPROD","TOT","IDX2015","Q","2002-Q2",124.9418,
"NOR","INDPROD","TOT","IDX2015","Q","2002-Q3",118.8518,
"NOR","INDPROD","TOT","IDX2015","Q","2002-Q4",118.6579,
"NOR","INDPROD","TOT","IDX2015","Q","2003-Q1",119.3561,
"NOR","INDPROD","TOT","IDX2015","Q","2003-Q2",116.2529,
"NOR","INDPROD","TOT","IDX2015","Q","2003-Q3",117.8045,
"NOR","INDPROD","TOT","IDX2015","Q","2003-Q4",120.0543,
"NOR","INDPROD","TOT","IDX2015","Q","2004-Q1",118.6579,
"NOR","INDPROD","TOT","IDX2015","Q","2004-Q2",120.5198,
"NOR","INDPROD","TOT","IDX2015","Q","2004-Q3",112.1024,
"NOR","INDPROD","TOT","IDX2015","Q","2004-Q4",116.5632,
"NOR","INDPROD","TOT","IDX2015","Q","2005-Q1",114.1195,
"NOR","INDPROD","TOT","IDX2015","Q","2005-Q2",118.6967,
"NOR","INDPROD","TOT","IDX2015","Q","2005-Q3",117.3002,
"NOR","INDPROD","TOT","IDX2015","Q","2005-Q4",116.7184,
"NOR","INDPROD","TOT","IDX2015","Q","2006-Q1",115.6323,
"NOR","INDPROD","TOT","IDX2015","Q","2006-Q2",115.1668,
"NOR","INDPROD","TOT","IDX2015","Q","2006-Q3",113.6928,
"NOR","INDPROD","TOT","IDX2015","Q","2006-Q4",112.0636,
"NOR","INDPROD","TOT","IDX2015","Q","2007-Q1",112.1024,
"NOR","INDPROD","TOT","IDX2015","Q","2007-Q2",112.2964,
"NOR","INDPROD","TOT","IDX2015","Q","2007-Q3",114.2746,
"NOR","INDPROD","TOT","IDX2015","Q","2007-Q4",112.2964,
"NOR","INDPROD","TOT","IDX2015","Q","2008-Q1",111.8697,
"NOR","INDPROD","TOT","IDX2015","Q","2008-Q2",114.585,
"NOR","INDPROD","TOT","IDX2015","Q","2008-Q3",111.5206,
"NOR","INDPROD","TOT","IDX2015","Q","2008-Q4",113.654,
"NOR","INDPROD","TOT","IDX2015","Q","2009-Q1",112.2964,
"NOR","INDPROD","TOT","IDX2015","Q","2009-Q2",107.2537,
"NOR","INDPROD","TOT","IDX2015","Q","2009-Q3",108.4174,
"NOR","INDPROD","TOT","IDX2015","Q","2009-Q4",107.6028,
"NOR","INDPROD","TOT","IDX2015","Q","2010-Q1",106.5555,
"NOR","INDPROD","TOT","IDX2015","Q","2010-Q2",103.9178,
"NOR","INDPROD","TOT","IDX2015","Q","2010-Q3",97.24593,
"NOR","INDPROD","TOT","IDX2015","Q","2010-Q4",103.685,
"NOR","INDPROD","TOT","IDX2015","Q","2011-Q1",99.80605,
"NOR","INDPROD","TOT","IDX2015","Q","2011-Q2",95.0737,
"NOR","INDPROD","TOT","IDX2015","Q","2011-Q3",99.6121,
"NOR","INDPROD","TOT","IDX2015","Q","2011-Q4",99.30178,
"NOR","INDPROD","TOT","IDX2015","Q","2012-Q1",102.8316,
"NOR","INDPROD","TOT","IDX2015","Q","2012-Q2",103.4911,
"NOR","INDPROD","TOT","IDX2015","Q","2012-Q3",98.91389,
"NOR","INDPROD","TOT","IDX2015","Q","2012-Q4",99.30178,
"NOR","INDPROD","TOT","IDX2015","Q","2013-Q1",93.91001,
"NOR","INDPROD","TOT","IDX2015","Q","2013-Q2",97.7114,
"NOR","INDPROD","TOT","IDX2015","Q","2013-Q3",97.59503,
"NOR","INDPROD","TOT","IDX2015","Q","2013-Q4",95.38402,
"NOR","INDPROD","TOT","IDX2015","Q","2014-Q1",99.22421,
"NOR","INDPROD","TOT","IDX2015","Q","2014-Q2",97.7114,
"NOR","INDPROD","TOT","IDX2015","Q","2014-Q3",99.49574,
"NOR","INDPROD","TOT","IDX2015","Q","2014-Q4",101.7455,
"NOR","INDPROD","TOT","IDX2015","Q","2015-Q1",100.5043,
"NOR","INDPROD","TOT","IDX2015","Q","2015-Q2",98.95267,
"NOR","INDPROD","TOT","IDX2015","Q","2015-Q3",102.0171,
"NOR","INDPROD","TOT","IDX2015","Q","2015-Q4",99.49574,
"NOR","INDPROD","TOT","IDX2015","Q","2016-Q1",99.76726,
"NOR","INDPROD","TOT","IDX2015","Q","2016-Q2",99.30178,
"NOR","INDPROD","TOT","IDX2015","Q","2016-Q3",95.19007,
"NOR","INDPROD","TOT","IDX2015","Q","2016-Q4",99.88363,
"NOR","INDPROD","TOT","IDX2015","Q","2017-Q1",101.0473,
"NOR","INDPROD","TOT","IDX2015","Q","2017-Q2",101.474,
"NOR","INDPROD","TOT","IDX2015","Q","2017-Q3",101.668,
"NOR","INDPROD","TOT","IDX2015","Q","2017-Q4",98.8363,
"NOR","INDPROD","TOT","IDX2015","Q","2018-Q1",102.0171,
"NOR","INDPROD","TOT","IDX2015","Q","2018-Q2",101.3189,
"NOR","INDPROD","TOT","IDX2015","Q","2018-Q3",102.7153,
"NOR","INDPROD","TOT","IDX2015","Q","2018-Q4",101.474,
"NOR","INDPROD","TOT","IDX2015","Q","2019-Q1",96.62529,
"NOR","INDPROD","TOT","IDX2015","Q","2019-Q2",96.2374,
"NOR","INDPROD","TOT","IDX2015","Q","2019-Q3",94.80217,
"NOR","INDPROD","TOT","IDX2015","Q","2019-Q4",99.45694,
"NOR","INDPROD","TOT","IDX2015","Q","2020-Q1",100.5431,
"NOR","INDPROD","TOT","IDX2015","Q","2020-Q2",100.737,
"NOR","INDPROD","TOT","IDX2015","Q","2020-Q3",101.9007,
"NOR","INDPROD","TOT","IDX2015","Q","2020-Q4",99.76726,
"NOR","INDPROD","TOT","IDX2015","Q","2021-Q1",102.9868,
"NOR","INDPROD","TOT","IDX2015","Q","2021-Q2",103.5299,
"NOR","INDPROD","TOT","IDX2015","Q","2021-Q3",106.5167,
"NOR","INDPROD","TOT","IDX2015","Q","2021-Q4",103.3359,
"NOR","INDPROD","TOT","IDX2015","Q","2022-Q1",105.2754,
"NOR","INDPROD","TOT","IDX2015","Q","2022-Q2",106.3227,
"NOR","INDPROD","TOT","IDX2015","Q","2022-Q3",109.038,
"POL","INDPROD","TOT","IDX2015","Q","1985-Q1",35.19984,
"POL","INDPROD","TOT","IDX2015","Q","1985-Q2",35.34853,
"POL","INDPROD","TOT","IDX2015","Q","1985-Q3",36.48009,
"POL","INDPROD","TOT","IDX2015","Q","1985-Q4",37.01929,
"POL","INDPROD","TOT","IDX2015","Q","1986-Q1",37.23787,
"POL","INDPROD","TOT","IDX2015","Q","1986-Q2",37.41315,
"POL","INDPROD","TOT","IDX2015","Q","1986-Q3",37.51353,
"POL","INDPROD","TOT","IDX2015","Q","1986-Q4",37.89901,
"POL","INDPROD","TOT","IDX2015","Q","1987-Q1",38.1113,
"POL","INDPROD","TOT","IDX2015","Q","1987-Q2",38.97661,
"POL","INDPROD","TOT","IDX2015","Q","1987-Q3",38.81626,
"POL","INDPROD","TOT","IDX2015","Q","1987-Q4",38.91883,
"POL","INDPROD","TOT","IDX2015","Q","1988-Q1",40.5962,
"POL","INDPROD","TOT","IDX2015","Q","1988-Q2",41.24404,
"POL","INDPROD","TOT","IDX2015","Q","1988-Q3",40.39479,
"POL","INDPROD","TOT","IDX2015","Q","1988-Q4",39.8054,
"POL","INDPROD","TOT","IDX2015","Q","1989-Q1",42.20686,
"POL","INDPROD","TOT","IDX2015","Q","1989-Q2",41.18062,
"POL","INDPROD","TOT","IDX2015","Q","1989-Q3",37.73491,
"POL","INDPROD","TOT","IDX2015","Q","1989-Q4",36.90678,
"POL","INDPROD","TOT","IDX2015","Q","1990-Q1",29.64396,
"POL","INDPROD","TOT","IDX2015","Q","1990-Q2",28.64573,
"POL","INDPROD","TOT","IDX2015","Q","1990-Q3",29.71051,
"POL","INDPROD","TOT","IDX2015","Q","1990-Q4",29.70781,
"POL","INDPROD","TOT","IDX2015","Q","1991-Q1",27.58999,
"POL","INDPROD","TOT","IDX2015","Q","1991-Q2",24.591,
"POL","INDPROD","TOT","IDX2015","Q","1991-Q3",23.73209,
"POL","INDPROD","TOT","IDX2015","Q","1991-Q4",23.08521,
"POL","INDPROD","TOT","IDX2015","Q","1992-Q1",24.8651,
"POL","INDPROD","TOT","IDX2015","Q","1992-Q2",25.07612,
"POL","INDPROD","TOT","IDX2015","Q","1992-Q3",25.79841,
"POL","INDPROD","TOT","IDX2015","Q","1992-Q4",26.37845,
"POL","INDPROD","TOT","IDX2015","Q","1993-Q1",25.94242,
"POL","INDPROD","TOT","IDX2015","Q","1993-Q2",27.29067,
"POL","INDPROD","TOT","IDX2015","Q","1993-Q3",26.66901,
"POL","INDPROD","TOT","IDX2015","Q","1993-Q4",27.34598,
"POL","INDPROD","TOT","IDX2015","Q","1994-Q1",28.95582,
"POL","INDPROD","TOT","IDX2015","Q","1994-Q2",29.85334,
"POL","INDPROD","TOT","IDX2015","Q","1994-Q3",31.17663,
"POL","INDPROD","TOT","IDX2015","Q","1994-Q4",31.54913,
"POL","INDPROD","TOT","IDX2015","Q","1995-Q1",32.38927,"B"
"POL","INDPROD","TOT","IDX2015","Q","1995-Q2",32.97305,
"POL","INDPROD","TOT","IDX2015","Q","1995-Q3",33.82093,
"POL","INDPROD","TOT","IDX2015","Q","1995-Q4",34.4816,
"POL","INDPROD","TOT","IDX2015","Q","1996-Q1",35.21302,
"POL","INDPROD","TOT","IDX2015","Q","1996-Q2",35.92487,
"POL","INDPROD","TOT","IDX2015","Q","1996-Q3",36.79221,
"POL","INDPROD","TOT","IDX2015","Q","1996-Q4",37.58117,
"POL","INDPROD","TOT","IDX2015","Q","1997-Q1",38.62459,
"POL","INDPROD","TOT","IDX2015","Q","1997-Q2",40.94001,
"POL","INDPROD","TOT","IDX2015","Q","1997-Q3",40.78203,
"POL","INDPROD","TOT","IDX2015","Q","1997-Q4",42.03479,
"POL","INDPROD","TOT","IDX2015","Q","1998-Q1",43.04853,
"POL","INDPROD","TOT","IDX2015","Q","1998-Q2",43.28317,
"POL","INDPROD","TOT","IDX2015","Q","1998-Q3",42.47973,
"POL","INDPROD","TOT","IDX2015","Q","1998-Q4",41.39802,
"POL","INDPROD","TOT","IDX2015","Q","1999-Q1",41.96449,
"POL","INDPROD","TOT","IDX2015","Q","1999-Q2",43.76213,
"POL","INDPROD","TOT","IDX2015","Q","1999-Q3",44.8644,
"POL","INDPROD","TOT","IDX2015","Q","1999-Q4",47.19622,
"POL","INDPROD","TOT","IDX2015","Q","2000-Q1",45.5,
"POL","INDPROD","TOT","IDX2015","Q","2000-Q2",47.73333,
"POL","INDPROD","TOT","IDX2015","Q","2000-Q3",48.1,
"POL","INDPROD","TOT","IDX2015","Q","2000-Q4",49.13334,
"POL","INDPROD","TOT","IDX2015","Q","2001-Q1",48.1,
"POL","INDPROD","TOT","IDX2015","Q","2001-Q2",47.6,
"POL","INDPROD","TOT","IDX2015","Q","2001-Q3",47.93333,
"POL","INDPROD","TOT","IDX2015","Q","2001-Q4",48.03333,
"POL","INDPROD","TOT","IDX2015","Q","2002-Q1",48,
"POL","INDPROD","TOT","IDX2015","Q","2002-Q2",47.4,
"POL","INDPROD","TOT","IDX2015","Q","2002-Q3",49.26667,
"POL","INDPROD","TOT","IDX2015","Q","2002-Q4",50.16667,
"POL","INDPROD","TOT","IDX2015","Q","2003-Q1",50,
"POL","INDPROD","TOT","IDX2015","Q","2003-Q2",51.4,
"POL","INDPROD","TOT","IDX2015","Q","2003-Q3",53.96667,
"POL","INDPROD","TOT","IDX2015","Q","2003-Q4",55.8,
"POL","INDPROD","TOT","IDX2015","Q","2004-Q1",58.56667,
"POL","INDPROD","TOT","IDX2015","Q","2004-Q2",59.93333,
"POL","INDPROD","TOT","IDX2015","Q","2004-Q3",59.03333,
"POL","INDPROD","TOT","IDX2015","Q","2004-Q4",59.4,
"POL","INDPROD","TOT","IDX2015","Q","2005-Q1",59.9,
"POL","INDPROD","TOT","IDX2015","Q","2005-Q2",60.76667,
"POL","INDPROD","TOT","IDX2015","Q","2005-Q3",62.3,
"POL","INDPROD","TOT","IDX2015","Q","2005-Q4",65.8,
"POL","INDPROD","TOT","IDX2015","Q","2006-Q1",66.2,
"POL","INDPROD","TOT","IDX2015","Q","2006-Q2",69.36667,
"POL","INDPROD","TOT","IDX2015","Q","2006-Q3",71.1,
"POL","INDPROD","TOT","IDX2015","Q","2006-Q4",72.9,
"POL","INDPROD","TOT","IDX2015","Q","2007-Q1",74.83334,
"POL","INDPROD","TOT","IDX2015","Q","2007-Q2",75.43333,
"POL","INDPROD","TOT","IDX2015","Q","2007-Q3",77.06667,
"POL","INDPROD","TOT","IDX2015","Q","2007-Q4",78.66666,
"POL","INDPROD","TOT","IDX2015","Q","2008-Q1",81.4,
"POL","INDPROD","TOT","IDX2015","Q","2008-Q2",79.53333,
"POL","INDPROD","TOT","IDX2015","Q","2008-Q3",77.83334,
"POL","INDPROD","TOT","IDX2015","Q","2008-Q4",73.86667,
"POL","INDPROD","TOT","IDX2015","Q","2009-Q1",72.83334,
"POL","INDPROD","TOT","IDX2015","Q","2009-Q2",74.06667,
"POL","INDPROD","TOT","IDX2015","Q","2009-Q3",75.63333,
"POL","INDPROD","TOT","IDX2015","Q","2009-Q4",77.16666,
"POL","INDPROD","TOT","IDX2015","Q","2010-Q1",80.33334,
"POL","INDPROD","TOT","IDX2015","Q","2010-Q2",83.3,
"POL","INDPROD","TOT","IDX2015","Q","2010-Q3",84.7,
"POL","INDPROD","TOT","IDX2015","Q","2010-Q4",84.73333,
"POL","INDPROD","TOT","IDX2015","Q","2011-Q1",87.03333,
"POL","INDPROD","TOT","IDX2015","Q","2011-Q2",88,
"POL","INDPROD","TOT","IDX2015","Q","2011-Q3",89.93333,
"POL","INDPROD","TOT","IDX2015","Q","2011-Q4",92.33334,
"POL","INDPROD","TOT","IDX2015","Q","2012-Q1",89.96667,
"POL","INDPROD","TOT","IDX2015","Q","2012-Q2",91,
"POL","INDPROD","TOT","IDX2015","Q","2012-Q3",90.76667,
"POL","INDPROD","TOT","IDX2015","Q","2012-Q4",89.73333,
"POL","INDPROD","TOT","IDX2015","Q","2013-Q1",89.63333,
"POL","INDPROD","TOT","IDX2015","Q","2013-Q2",92.06667,
"POL","INDPROD","TOT","IDX2015","Q","2013-Q3",94.6,
"POL","INDPROD","TOT","IDX2015","Q","2013-Q4",94.7,
"POL","INDPROD","TOT","IDX2015","Q","2014-Q1",94.7,
"POL","INDPROD","TOT","IDX2015","Q","2014-Q2",94.93333,
"POL","INDPROD","TOT","IDX2015","Q","2014-Q3",96.26667,
"POL","INDPROD","TOT","IDX2015","Q","2014-Q4",97.1,
"POL","INDPROD","TOT","IDX2015","Q","2015-Q1",99.33334,
"POL","INDPROD","TOT","IDX2015","Q","2015-Q2",98.76667,
"POL","INDPROD","TOT","IDX2015","Q","2015-Q3",100,
"POL","INDPROD","TOT","IDX2015","Q","2015-Q4",101.8667,
"POL","INDPROD","TOT","IDX2015","Q","2016-Q1",101.5,
"POL","INDPROD","TOT","IDX2015","Q","2016-Q2",102.8333,
"POL","INDPROD","TOT","IDX2015","Q","2016-Q3",103.3667,
"POL","INDPROD","TOT","IDX2015","Q","2016-Q4",104.9333,
"POL","INDPROD","TOT","IDX2015","Q","2017-Q1",107.4,
"POL","INDPROD","TOT","IDX2015","Q","2017-Q2",108.8,
"POL","INDPROD","TOT","IDX2015","Q","2017-Q3",111.1667,
"POL","INDPROD","TOT","IDX2015","Q","2017-Q4",113.6333,
"POL","INDPROD","TOT","IDX2015","Q","2018-Q1",113.5667,
"POL","INDPROD","TOT","IDX2015","Q","2018-Q2",116.3333,
"POL","INDPROD","TOT","IDX2015","Q","2018-Q3",117.9667,
"POL","INDPROD","TOT","IDX2015","Q","2018-Q4",118.6667,
"POL","INDPROD","TOT","IDX2015","Q","2019-Q1",121.2,
"POL","INDPROD","TOT","IDX2015","Q","2019-Q2",121.4333,
"POL","INDPROD","TOT","IDX2015","Q","2019-Q3",120.9333,
"POL","INDPROD","TOT","IDX2015","Q","2019-Q4",123,
"POL","INDPROD","TOT","IDX2015","Q","2020-Q1",121.8,
"POL","INDPROD","TOT","IDX2015","Q","2020-Q2",103.1667,
"POL","INDPROD","TOT","IDX2015","Q","2020-Q3",123.3333,
"POL","INDPROD","TOT","IDX2015","Q","2020-Q4",127.9667,
"POL","INDPROD","TOT","IDX2015","Q","2021-Q1",131.4667,
"POL","INDPROD","TOT","IDX2015","Q","2021-Q2",134.2667,
"POL","INDPROD","TOT","IDX2015","Q","2021-Q3",136.5667,
"POL","INDPROD","TOT","IDX2015","Q","2021-Q4",144.4667,
"POL","INDPROD","TOT","IDX2015","Q","2022-Q1",152.2667,
"POL","INDPROD","TOT","IDX2015","Q","2022-Q2",151.1667,
"POL","INDPROD","TOT","IDX2015","Q","2022-Q3",150.8,
"PRT","INDPROD","TOT","IDX2015","Q","1959-Q4",22.85112,
"PRT","INDPROD","TOT","IDX2015","Q","1960-Q1",22.09885,
"PRT","INDPROD","TOT","IDX2015","Q","1960-Q2",22.69125,
"PRT","INDPROD","TOT","IDX2015","Q","1960-Q3",23.67402,
"PRT","INDPROD","TOT","IDX2015","Q","1960-Q4",23.5092,
"PRT","INDPROD","TOT","IDX2015","Q","1961-Q1",24.87001,
"PRT","INDPROD","TOT","IDX2015","Q","1961-Q2",25.28943,
"PRT","INDPROD","TOT","IDX2015","Q","1961-Q3",24.57702,
"PRT","INDPROD","TOT","IDX2015","Q","1961-Q4",24.67509,
"PRT","INDPROD","TOT","IDX2015","Q","1962-Q1",25.29271,
"PRT","INDPROD","TOT","IDX2015","Q","1962-Q2",24.90198,
"PRT","INDPROD","TOT","IDX2015","Q","1962-Q3",25.31903,
"PRT","INDPROD","TOT","IDX2015","Q","1962-Q4",24.85985,
"PRT","INDPROD","TOT","IDX2015","Q","1963-Q1",25.20704,
"PRT","INDPROD","TOT","IDX2015","Q","1963-Q2",25.60668,
"PRT","INDPROD","TOT","IDX2015","Q","1963-Q3",26.06742,
"PRT","INDPROD","TOT","IDX2015","Q","1963-Q4",27.18629,
"PRT","INDPROD","TOT","IDX2015","Q","1964-Q1",26.9991,
"PRT","INDPROD","TOT","IDX2015","Q","1964-Q2",28.02069,
"PRT","INDPROD","TOT","IDX2015","Q","1964-Q3",28.5903,
"PRT","INDPROD","TOT","IDX2015","Q","1964-Q4",29.37192,
"PRT","INDPROD","TOT","IDX2015","Q","1965-Q1",29.23524,
"PRT","INDPROD","TOT","IDX2015","Q","1965-Q2",29.29306,
"PRT","INDPROD","TOT","IDX2015","Q","1965-Q3",29.83208,
"PRT","INDPROD","TOT","IDX2015","Q","1965-Q4",30.44747,
"PRT","INDPROD","TOT","IDX2015","Q","1966-Q1",31.6375,
"PRT","INDPROD","TOT","IDX2015","Q","1966-Q2",32.00813,
"PRT","INDPROD","TOT","IDX2015","Q","1966-Q3",30.89362,
"PRT","INDPROD","TOT","IDX2015","Q","1966-Q4",30.15122,
"PRT","INDPROD","TOT","IDX2015","Q","1967-Q1",29.86303,
"PRT","INDPROD","TOT","IDX2015","Q","1967-Q2",30.60528,
"PRT","INDPROD","TOT","IDX2015","Q","1967-Q3",30.92519,
"PRT","INDPROD","TOT","IDX2015","Q","1967-Q4",31.1762,
"PRT","INDPROD","TOT","IDX2015","Q","1968-Q1",31.40372,
"PRT","INDPROD","TOT","IDX2015","Q","1968-Q2",31.43761,
"PRT","INDPROD","TOT","IDX2015","Q","1968-Q3",33.38226,
"PRT","INDPROD","TOT","IDX2015","Q","1968-Q4",33.71439,
"PRT","INDPROD","TOT","IDX2015","Q","1969-Q1",34.77969,
"PRT","INDPROD","TOT","IDX2015","Q","1969-Q2",34.26254,
"PRT","INDPROD","TOT","IDX2015","Q","1969-Q3",35.26389,
"PRT","INDPROD","TOT","IDX2015","Q","1969-Q4",36.11487,
"PRT","INDPROD","TOT","IDX2015","Q","1970-Q1",36.74684,
"PRT","INDPROD","TOT","IDX2015","Q","1970-Q2",37.99828,
"PRT","INDPROD","TOT","IDX2015","Q","1970-Q3",36.91764,
"PRT","INDPROD","TOT","IDX2015","Q","1970-Q4",37.54389,
"PRT","INDPROD","TOT","IDX2015","Q","1971-Q1",36.48497,
"PRT","INDPROD","TOT","IDX2015","Q","1971-Q2",40.44548,
"PRT","INDPROD","TOT","IDX2015","Q","1971-Q3",40.2433,
"PRT","INDPROD","TOT","IDX2015","Q","1971-Q4",43.81594,
"PRT","INDPROD","TOT","IDX2015","Q","1972-Q1",42.92065,
"PRT","INDPROD","TOT","IDX2015","Q","1972-Q2",44.07562,
"PRT","INDPROD","TOT","IDX2015","Q","1972-Q3",48.49979,
"PRT","INDPROD","TOT","IDX2015","Q","1972-Q4",46.45022,
"PRT","INDPROD","TOT","IDX2015","Q","1973-Q1",48.60999,
"PRT","INDPROD","TOT","IDX2015","Q","1973-Q2",49.20523,
"PRT","INDPROD","TOT","IDX2015","Q","1973-Q3",51.93603,
"PRT","INDPROD","TOT","IDX2015","Q","1973-Q4",53.73457,
"PRT","INDPROD","TOT","IDX2015","Q","1974-Q1",54.71927,
"PRT","INDPROD","TOT","IDX2015","Q","1974-Q2",52.22829,
"PRT","INDPROD","TOT","IDX2015","Q","1974-Q3",50.71469,
"PRT","INDPROD","TOT","IDX2015","Q","1974-Q4",51.35532,
"PRT","INDPROD","TOT","IDX2015","Q","1975-Q1",50.60902,
"PRT","INDPROD","TOT","IDX2015","Q","1975-Q2",49.26982,
"PRT","INDPROD","TOT","IDX2015","Q","1975-Q3",48.62383,
"PRT","INDPROD","TOT","IDX2015","Q","1975-Q4",49.95189,
"PRT","INDPROD","TOT","IDX2015","Q","1976-Q1",49.87502,
"PRT","INDPROD","TOT","IDX2015","Q","1976-Q2",51.07762,
"PRT","INDPROD","TOT","IDX2015","Q","1976-Q3",49.89956,
"PRT","INDPROD","TOT","IDX2015","Q","1976-Q4",54.17057,
"PRT","INDPROD","TOT","IDX2015","Q","1977-Q1",55.69127,
"PRT","INDPROD","TOT","IDX2015","Q","1977-Q2",57.32706,
"PRT","INDPROD","TOT","IDX2015","Q","1977-Q3",59.03176,
"PRT","INDPROD","TOT","IDX2015","Q","1977-Q4",60.28673,
"PRT","INDPROD","TOT","IDX2015","Q","1978-Q1",61.10436,
